OrderID,CustomerID,CustomerCount,RoomNumber,CheckInDate,CheckOutDate,StayDuration,TotalCost,PaymentMethod,SeasonalFactor
1009,1343,1,119,2024-03-08,2024-03-11,3,582.07,Credit Card,normal
1010,1344,3,120,2024-03-08,2024-03-11,3,736.69,Online Transfer,normal
1011,1347,1,101,2024-03-09,2024-03-10,1,102.26,Credit Card,normal
1012,1348,1,102,2024-03-09,2024-03-10,1,99.25,Credit Card,normal
1013,1349,1,103,2024-03-09,2024-03-11,2,195.32,Cash,normal
1014,1350,1,104,2024-03-09,2024-03-10,1,104.45,Online Transfer,normal
1015,1351,1,105,2024-03-09,2024-03-19,10,991.21,Online Transfer,normal
1016,1352,1,106,2024-03-09,2024-03-11,2,201.46,Credit Card,normal
1017,1353,1,107,2024-03-09,2024-03-15,6,578.09,Credit Card,normal
1018,1354,1,108,2024-03-09,2024-03-11,2,208.64,Credit Card,normal
1019,1355,1,109,2024-03-09,2024-03-10,1,99.78,Credit Card,normal
1020,1356,1,110,2024-03-09,2024-03-10,1,95.3,Cash,normal
1021,1357,2,111,2024-03-09,2024-03-11,2,291.25,Online Transfer,normal
1022,1359,2,112,2024-03-09,2024-03-11,2,306.08,Cash,normal
1023,1361,2,113,2024-03-09,2024-03-10,1,155.62,Credit Card,normal
1024,1363,2,114,2024-03-09,2024-03-10,1,155.41,Credit Card,normal
1025,1365,1,115,2024-03-09,2024-03-10,1,155.2,Credit Card,normal
1026,1366,2,116,2024-03-09,2024-03-17,8,1148.45,Credit Card,normal
1027,1368,2,117,2024-03-09,2024-03-11,2,289.23,Credit Card,normal
1028,1370,1,118,2024-03-09,2024-03-15,6,1197.8,Credit Card,normal
1029,1371,1,119,2024-03-09,2024-03-14,5,1040.38,Cash,normal
1030,1372,3,120,2024-03-09,2024-03-12,3,745.63,Online Transfer,normal
1031,1375,1,101,2024-03-10,2024-03-11,1,95.42,Credit Card,normal
1032,1376,1,102,2024-03-10,2024-03-12,2,202.26,Cash,normal
1033,1377,1,103,2024-03-10,2024-03-19,9,915.82,Online Transfer,normal
1034,1378,1,104,2024-03-10,2024-03-11,1,101.25,Credit Card,normal
1035,1379,1,105,2024-03-10,2024-03-16,6,610.54,Cash,normal
1036,1380,1,106,2024-03-10,2024-03-11,1,98.33,Cash,normal
1037,1381,1,107,2024-03-10,2024-03-14,4,403.0,Credit Card,normal
1038,1382,1,108,2024-03-10,2024-03-11,1,98.64,Cash,normal
1039,1383,1,109,2024-03-10,2024-03-14,4,400.77,Cash,normal
1040,1384,1,110,2024-03-10,2024-03-12,2,190.43,Credit Card,normal
1041,1385,1,111,2024-03-10,2024-03-12,2,310.04,Credit Card,normal
1042,1386,2,112,2024-03-10,2024-03-14,4,591.48,Credit Card,normal
1043,1388,2,113,2024-03-10,2024-03-11,1,144.71,Credit Card,normal
1044,1390,2,114,2024-03-10,2024-03-15,5,773.77,Online Transfer,normal
1045,1392,2,115,2024-03-10,2024-03-11,1,150.27,Credit Card,normal
1046,1394,1,116,2024-03-10,2024-03-13,3,427.88,Cash,normal
1047,1395,1,117,2024-03-10,2024-03-11,1,144.93,Cash,normal
1048,1396,1,118,2024-03-10,2024-03-11,1,200.13,Cash,normal
1049,1397,1,119,2024-03-10,2024-03-11,1,193.08,Credit Card,normal
1050,1398,4,120,2024-03-10,2024-03-11,1,258.1,Credit Card,normal
1051,1402,1,102,2024-03-11,2024-03-21,10,1012.97,Cash,normal
1052,1403,1,107,2024-03-11,2024-03-15,4,380.53,Credit Card,normal
1053,1404,1,115,2024-03-11,2024-03-12,1,151.04,Credit Card,normal
1054,1405,2,119,2024-03-11,2024-03-12,1,199.18,Credit Card,normal
1055,1407,1,104,2024-03-11,2024-03-16,5,524.55,Credit Card,normal
1056,1408,1,106,2024-03-11,2024-03-12,1,102.5,Online Transfer,normal
1057,1409,2,114,2024-03-11,2024-03-12,1,144.04,Online Transfer,normal
1058,1411,1,110,2024-03-11,2024-03-13,2,206.73,Credit Card,normal
1059,1412,1,111,2024-03-11,2024-03-13,2,314.18,Credit Card,normal
1060,1413,1,113,2024-03-11,2024-03-15,4,582.72,Cash,normal
1061,1414,1,108,2024-03-11,2024-03-12,1,96.75,Online Transfer,normal
1062,1415,1,112,2024-03-12,2024-03-16,4,626.99,Credit Card,normal
1063,1416,2,114,2024-03-12,2024-03-15,3,465.15,Online Transfer,normal
1064,1418,3,120,2024-03-12,2024-03-13,1,247.08,Cash,normal
1065,1421,1,102,2024-03-12,2024-03-15,3,314.59,Cash,normal
1066,1422,1,106,2024-03-12,2024-03-15,3,291.31,Cash,normal
1067,1423,1,108,2024-03-12,2024-03-17,5,496.82,Credit Card,normal
1068,1424,1,101,2024-03-12,2024-03-20,8,810.65,Cash,normal
1069,1425,1,118,2024-03-12,2024-03-15,3,595.58,Cash,normal
1070,1426,1,110,2024-03-12,2024-03-14,2,205.89,Online Transfer,normal
1071,1427,1,103,2024-03-12,2024-03-13,1,97.44,Credit Card,normal
1072,1428,1,105,2024-03-12,2024-03-13,1,103.61,Cash,normal
1073,1429,1,111,2024-03-12,2024-03-13,1,154.24,Online Transfer,normal
1074,1430,3,119,2024-03-12,2024-03-13,1,203.1,Credit Card,normal
1075,1433,2,113,2024-03-12,2024-03-13,1,146.52,Credit Card,normal
1076,1435,1,103,2024-03-13,2024-03-15,2,203.74,Credit Card,normal
1077,1436,1,101,2024-03-13,2024-03-14,1,101.47,Cash,normal
1078,1437,1,110,2024-03-13,2024-03-14,1,104.04,Credit Card,normal
1079,1438,1,106,2024-03-13,2024-03-18,5,478.79,Cash,normal
1080,1439,1,120,2024-03-13,2024-03-14,1,251.44,Online Transfer,normal
1081,1440,1,102,2024-03-13,2024-03-15,2,190.69,Credit Card,normal
1082,1441,1,108,2024-03-13,2024-03-14,1,101.39,Credit Card,normal
1083,1442,2,112,2024-03-13,2024-03-14,1,152.77,Online Transfer,normal
1084,1444,1,107,2024-03-13,2024-03-15,2,204.95,Online Transfer,normal
1085,1445,3,118,2024-03-14,2024-03-15,1,192.42,Credit Card,normal
1086,1448,1,101,2024-03-14,2024-03-16,2,198.2,Online Transfer,normal
1087,1449,1,108,2024-03-14,2024-03-20,6,625.17,Cash,normal
1088,1450,1,107,2024-03-14,2024-03-15,1,101.58,Cash,normal
1089,1451,1,102,2024-03-14,2024-03-15,1,104.06,Credit Card,normal
1090,1452,1,114,2024-03-14,2024-03-15,1,155.45,Cash,normal
1091,1453,1,110,2024-03-14,2024-03-17,3,297.4,Online Transfer,normal
1092,1454,1,104,2024-03-14,2024-03-16,2,202.33,Credit Card,normal
1093,1455,2,112,2024-03-14,2024-03-15,1,155.13,Cash,normal
1094,1457,1,101,2024-03-15,2024-03-16,1,103.93,Online Transfer,normal
1095,1458,1,102,2024-03-15,2024-03-16,1,102.48,Online Transfer,normal
1096,1459,1,103,2024-03-15,2024-03-19,4,417.96,Credit Card,normal
1097,1460,1,104,2024-03-15,2024-03-16,1,104.59,Credit Card,normal
1098,1461,1,105,2024-03-15,2024-03-21,6,570.28,Cash,normal
1099,1462,1,106,2024-03-15,2024-03-19,4,413.14,Cash,normal
1100,1463,1,107,2024-03-15,2024-03-16,1,103.24,Credit Card,normal
1101,1464,1,108,2024-03-15,2024-03-16,1,100.5,Cash,normal
1102,1465,1,109,2024-03-15,2024-03-25,10,979.89,Cash,normal
1103,1466,1,110,2024-03-15,2024-03-16,1,96.37,Cash,normal
1104,1467,2,111,2024-03-15,2024-03-18,3,436.17,Credit Card,normal
1105,1469,1,112,2024-03-15,2024-03-16,1,156.79,Cash,normal
1106,1470,2,113,2024-03-15,2024-03-16,1,151.98,Online Transfer,normal
1107,1472,2,114,2024-03-15,2024-03-18,3,453.38,Credit Card,normal
1108,1474,2,115,2024-03-15,2024-03-16,1,146.35,Credit Card,normal
1109,1476,2,116,2024-03-15,2024-03-16,1,149.95,Credit Card,normal
1110,1478,2,117,2024-03-15,2024-03-17,2,310.54,Online Transfer,normal
1111,1480,2,118,2024-03-15,2024-03-23,8,1550.25,Online Transfer,normal
1112,1482,2,119,2024-03-15,2024-03-16,1,190.26,Cash,normal
1113,1484,1,120,2024-03-15,2024-03-19,4,1019.5,Cash,normal
1114,1485,1,101,2024-03-16,2024-03-18,2,195.6,Cash,normal
1115,1486,1,102,2024-03-16,2024-03-19,3,307.34,Credit Card,normal
1116,1487,1,103,2024-03-16,2024-03-20,4,393.87,Credit Card,normal
1117,1488,1,104,2024-03-16,2024-03-17,1,97.54,Online Transfer,normal
1118,1489,1,105,2024-03-16,2024-03-17,1,100.29,Credit Card,normal
1119,1490,1,106,2024-03-16,2024-03-17,1,96.18,Credit Card,normal
1120,1491,1,107,2024-03-16,2024-03-18,2,207.23,Credit Card,normal
1121,1492,1,108,2024-03-16,2024-03-17,1,96.23,Online Transfer,normal
1122,1493,1,109,2024-03-16,2024-03-17,1,96.05,Online Transfer,normal
1123,1494,1,110,2024-03-16,2024-03-17,1,101.64,Credit Card,normal
1124,1495,2,111,2024-03-16,2024-03-17,1,153.86,Cash,normal
1125,1497,2,112,2024-03-16,2024-03-17,1,154.86,Online Transfer,normal
1126,1499,2,113,2024-03-16,2024-03-18,2,305.6,Cash,normal
1127,1501,2,114,2024-03-16,2024-03-17,1,148.43,Credit Card,normal
1128,1503,1,115,2024-03-16,2024-03-20,4,576.33,Credit Card,normal
1129,1504,1,116,2024-03-16,2024-03-18,2,312.38,Credit Card,normal
1130,1505,1,117,2024-03-16,2024-03-17,1,152.62,Online Transfer,normal
1131,1506,2,118,2024-03-16,2024-03-17,1,193.11,Credit Card,normal
1132,1508,2,119,2024-03-16,2024-03-24,8,1670.05,Credit Card,normal
1133,1510,3,120,2024-03-16,2024-03-19,3,758.36,Credit Card,normal
1134,1513,1,101,2024-03-17,2024-03-18,1,102.28,Cash,normal
1135,1514,1,102,2024-03-17,2024-03-18,1,102.72,Cash,normal
1136,1515,1,103,2024-03-17,2024-03-18,1,103.9,Credit Card,normal
1137,1516,1,104,2024-03-17,2024-03-22,5,500.79,Online Transfer,normal
1138,1517,1,105,2024-03-17,2024-03-22,5,482.83,Credit Card,normal
1139,1518,1,106,2024-03-17,2024-03-18,1,99.79,Credit Card,normal
1140,1519,1,107,2024-03-17,2024-03-18,1,99.21,Cash,normal
1141,1520,1,108,2024-03-17,2024-03-22,5,476.02,Cash,normal
1142,1521,1,109,2024-03-17,2024-03-20,3,309.3,Cash,normal
1143,1522,1,110,2024-03-17,2024-03-19,2,202.48,Cash,normal
1144,1523,2,111,2024-03-17,2024-03-19,2,297.35,Cash,normal
1145,1525,2,112,2024-03-17,2024-03-18,1,147.06,Credit Card,normal
1146,1527,2,113,2024-03-17,2024-03-18,1,144.14,Cash,normal
1147,1529,1,114,2024-03-17,2024-03-18,1,145.79,Cash,normal
1148,1530,2,115,2024-03-17,2024-03-22,5,729.86,Cash,normal
1149,1532,1,116,2024-03-17,2024-03-18,1,144.24,Credit Card,normal
1150,1533,2,117,2024-03-17,2024-03-18,1,151.17,Cash,normal
1151,1535,3,118,2024-03-17,2024-03-27,10,1918.3,Online Transfer,normal
1152,1538,3,119,2024-03-17,2024-03-24,7,1352.45,Cash,normal
1153,1541,4,120,2024-03-17,2024-03-23,6,1449.59,Online Transfer,normal
1154,1545,1,112,2024-03-18,2024-03-20,2,314.96,Online Transfer,normal
1155,1546,1,106,2024-03-18,2024-03-28,10,1014.69,Credit Card,normal
1156,1547,2,119,2024-03-18,2024-03-28,10,1914.88,Cash,normal
1157,1549,2,113,2024-03-18,2024-03-20,2,289.41,Online Transfer,normal
1158,1551,1,108,2024-03-18,2024-03-19,1,99.06,Online Transfer,normal
1159,1552,2,116,2024-03-18,2024-03-24,6,862.4,Cash,normal
1160,1554,3,118,2024-03-18,2024-03-21,3,627.21,Credit Card,normal
1161,1557,1,103,2024-03-18,2024-03-19,1,100.35,Cash,normal
1162,1558,2,115,2024-03-18,2024-03-20,2,301.23,Online Transfer,normal
1163,1560,2,117,2024-03-18,2024-03-22,4,586.36,Online Transfer,normal
1164,1562,1,106,2024-03-19,2024-03-21,2,193.99,Credit Card,normal
1165,1563,1,115,2024-03-19,2024-03-26,7,1040.15,Cash,normal
1166,1564,1,103,2024-03-19,2024-03-21,2,197.3,Cash,normal
1167,1565,1,101,2024-03-19,2024-03-20,1,96.12,Credit Card,normal
1168,1566,1,109,2024-03-19,2024-03-20,1,103.87,Cash,normal
1169,1567,1,111,2024-03-19,2024-03-24,5,717.34,Cash,normal
1170,1568,2,113,2024-03-19,2024-03-29,10,1477.14,Credit Card,normal
1171,1570,1,120,2024-03-19,2024-03-20,1,251.32,Cash,normal
1172,1571,1,107,2024-03-19,2024-03-20,1,101.78,Credit Card,normal
1173,1572,1,105,2024-03-19,2024-03-20,1,102.48,Cash,normal
1174,1573,1,117,2024-03-19,2024-03-20,1,143.92,Credit Card,normal
1175,1574,1,114,2024-03-19,2024-03-22,3,432.21,Cash,normal
1176,1575,1,102,2024-03-20,2024-03-21,1,101.53,Credit Card,normal
1177,1576,2,113,2024-03-20,2024-03-21,1,152.58,Credit Card,normal
1178,1578,1,105,2024-03-20,2024-03-21,1,104.5,Credit Card,normal
1179,1579,2,112,2024-03-20,2024-03-23,3,440.06,Cash,normal
1180,1581,1,115,2024-03-20,2024-03-22,2,312.91,Credit Card,normal
1181,1582,1,108,2024-03-20,2024-03-22,2,205.07,Credit Card,normal
1182,1583,1,103,2024-03-20,2024-03-25,5,476.18,Credit Card,normal
1183,1584,2,117,2024-03-20,2024-03-25,5,763.03,Credit Card,normal
1184,1586,2,112,2024-03-21,2024-03-22,1,156.88,Credit Card,normal
1185,1588,1,104,2024-03-21,2024-03-22,1,104.58,Cash,normal
1186,1589,1,109,2024-03-21,2024-03-25,4,383.54,Cash,normal
1187,1590,1,102,2024-03-21,2024-03-24,3,308.14,Cash,normal
1188,1591,1,103,2024-03-21,2024-03-22,1,102.86,Cash,normal
1189,1592,3,120,2024-03-21,2024-03-23,2,488.12,Online Transfer,normal
1190,1595,2,115,2024-03-21,2024-03-25,4,623.14,Credit Card,normal
1191,1597,1,105,2024-03-21,2024-03-28,7,686.34,Credit Card,normal
1192,1598,1,107,2024-03-21,2024-03-22,1,95.89,Cash,normal
1193,1599,1,111,2024-03-21,2024-03-23,2,314.37,Cash,normal
1194,1600,1,114,2024-03-21,2024-03-27,6,894.04,Cash,normal
1195,1601,3,118,2024-03-21,2024-03-22,1,209.51,Cash,normal
1196,1604,1,101,2024-03-22,2024-03-27,5,489.77,Credit Card,normal
1197,1605,1,102,2024-03-22,2024-03-24,2,190.96,Online Transfer,normal
1198,1606,1,103,2024-03-22,2024-03-24,2,206.56,Cash,normal
1199,1607,1,104,2024-03-22,2024-03-28,6,620.88,Credit Card,normal
1200,1608,1,105,2024-03-22,2024-03-30,8,823.69,Credit Card,normal
1201,1609,1,106,2024-03-22,2024-03-24,2,190.7,Credit Card,normal
1202,1610,1,107,2024-03-22,2024-03-23,1,99.81,Credit Card,normal
1203,1611,1,108,2024-03-22,2024-03-23,1,98.07,Credit Card,normal
1204,1612,1,109,2024-03-22,2024-04-01,10,1022.83,Cash,normal
1205,1613,1,110,2024-03-22,2024-03-28,6,577.65,Online Transfer,normal
1206,1614,2,111,2024-03-22,2024-03-24,2,304.4,Cash,normal
1207,1616,2,112,2024-03-22,2024-03-25,3,429.55,Cash,normal
1208,1618,1,113,2024-03-22,2024-03-23,1,149.85,Online Transfer,normal
1209,1619,1,114,2024-03-22,2024-03-23,1,146.76,Credit Card,normal
1210,1620,1,115,2024-03-22,2024-03-23,1,149.26,Credit Card,normal
1211,1621,2,116,2024-03-22,2024-03-31,9,1310.01,Online Transfer,normal
1212,1623,1,117,2024-03-22,2024-03-23,1,148.04,Credit Card,normal
1213,1624,1,118,2024-03-22,2024-03-23,1,202.56,Credit Card,normal
1214,1625,3,119,2024-03-22,2024-03-25,3,608.02,Online Transfer,normal
1215,1628,4,120,2024-03-22,2024-03-30,8,2089.45,Cash,normal
1216,1632,1,101,2024-03-23,2024-03-27,4,404.72,Cash,normal
1217,1633,1,102,2024-03-23,2024-03-25,2,196.69,Credit Card,normal
1218,1634,1,103,2024-03-23,2024-03-25,2,191.38,Credit Card,normal
1219,1635,1,104,2024-03-23,2024-03-24,1,96.36,Credit Card,normal
1220,1636,1,105,2024-03-23,2024-03-24,1,96.73,Credit Card,normal
1221,1637,1,106,2024-03-23,2024-03-27,4,393.1,Cash,normal
1222,1638,1,107,2024-03-23,2024-04-02,10,1049.2,Credit Card,normal
1223,1639,1,108,2024-03-23,2024-03-27,4,389.09,Credit Card,normal
1224,1640,1,109,2024-03-23,2024-04-01,9,892.32,Credit Card,normal
1225,1641,1,110,2024-03-23,2024-03-27,4,402.66,Cash,normal
1226,1642,1,111,2024-03-23,2024-03-24,1,150.53,Credit Card,normal
1227,1643,2,112,2024-03-23,2024-03-24,1,150.09,Credit Card,normal
1228,1645,1,113,2024-03-23,2024-03-26,3,438.26,Credit Card,normal
1229,1646,2,114,2024-03-23,2024-03-24,1,152.0,Credit Card,normal
1230,1648,1,115,2024-03-23,2024-03-24,1,151.64,Credit Card,normal
1231,1649,2,116,2024-03-23,2024-03-25,2,287.97,Cash,normal
1232,1651,1,117,2024-03-23,2024-04-02,10,1496.27,Credit Card,normal
1233,1652,2,118,2024-03-23,2024-03-26,3,574.35,Credit Card,normal
1234,1654,2,119,2024-03-23,2024-03-25,2,388.18,Credit Card,normal
1235,1656,4,120,2024-03-23,2024-03-27,4,1000.08,Credit Card,normal
1236,1660,1,101,2024-03-24,2024-03-25,1,95.76,Cash,normal
1237,1661,1,102,2024-03-24,2024-03-25,1,98.08,Cash,normal
1238,1662,1,103,2024-03-24,2024-03-27,3,300.67,Credit Card,normal
1239,1663,1,104,2024-03-24,2024-03-25,1,97.83,Credit Card,normal
1240,1664,1,105,2024-03-24,2024-03-25,1,104.8,Cash,normal
1241,1665,1,106,2024-03-24,2024-03-25,1,98.24,Cash,normal
1242,1666,1,107,2024-03-24,2024-03-27,3,304.68,Credit Card,normal
1243,1667,1,108,2024-03-24,2024-03-25,1,96.96,Cash,normal
1244,1668,1,109,2024-03-24,2024-03-25,1,99.86,Cash,normal
1245,1669,1,110,2024-03-24,2024-03-25,1,95.95,Cash,normal
1246,1670,1,111,2024-03-24,2024-03-28,4,595.08,Online Transfer,normal
1247,1671,1,112,2024-03-24,2024-03-30,6,910.41,Credit Card,normal
1248,1672,1,113,2024-03-24,2024-03-25,1,145.0,Online Transfer,normal
1249,1673,1,114,2024-03-24,2024-03-30,6,940.69,Credit Card,normal
1250,1674,1,115,2024-03-24,2024-03-25,1,149.98,Credit Card,normal
1251,1675,2,116,2024-03-24,2024-03-25,1,143.07,Cash,normal
1252,1677,1,117,2024-03-24,2024-03-25,1,150.65,Online Transfer,normal
1253,1678,2,118,2024-03-24,2024-03-25,1,194.34,Cash,normal
1254,1680,3,119,2024-03-24,2024-04-01,8,1593.04,Credit Card,normal
1255,1683,4,120,2024-03-24,2024-03-25,1,247.04,Online Transfer,normal
1256,1687,1,105,2024-03-25,2024-03-26,1,97.78,Cash,normal
1257,1688,1,102,2024-03-25,2024-03-29,4,403.47,Credit Card,normal
1258,1689,2,116,2024-03-25,2024-03-26,1,145.97,Credit Card,normal
1259,1691,1,115,2024-03-25,2024-03-26,1,154.16,Credit Card,normal
1260,1692,1,117,2024-03-25,2024-03-26,1,143.12,Online Transfer,normal
1261,1693,1,114,2024-03-25,2024-03-30,5,743.8,Online Transfer,normal
1262,1694,1,108,2024-03-25,2024-03-31,6,626.57,Credit Card,normal
1263,1695,1,113,2024-03-25,2024-03-30,5,719.61,Cash,normal
1264,1696,1,107,2024-03-25,2024-03-30,5,516.9,Credit Card,normal
1265,1697,1,112,2024-03-25,2024-04-04,10,1494.47,Credit Card,normal
1266,1698,1,111,2024-03-25,2024-03-26,1,145.79,Credit Card,normal
1267,1699,1,103,2024-03-25,2024-03-27,2,194.74,Cash,normal
1268,1700,4,120,2024-03-25,2024-03-27,2,486.26,Online Transfer,normal
1269,1704,1,108,2024-03-26,2024-03-27,1,97.83,Cash,normal
1270,1705,1,115,2024-03-26,2024-03-29,3,451.36,Online Transfer,normal
1271,1706,1,105,2024-03-26,2024-03-28,2,192.11,Online Transfer,normal
1272,1707,2,116,2024-03-26,2024-03-27,1,156.35,Credit Card,normal
1273,1709,2,114,2024-03-26,2024-03-29,3,452.89,Credit Card,normal
1274,1711,1,113,2024-03-26,2024-03-27,1,157.14,Online Transfer,normal
1275,1712,1,110,2024-03-26,2024-03-27,1,100.86,Credit Card,normal
1276,1713,1,107,2024-03-26,2024-03-27,1,103.89,Cash,normal
1277,1714,3,118,2024-03-27,2024-03-29,2,383.94,Cash,normal
1278,1717,1,114,2024-03-27,2024-03-28,1,145.56,Credit Card,normal
1279,1718,2,113,2024-03-27,2024-03-29,2,290.66,Credit Card,normal
1280,1720,1,109,2024-03-27,2024-03-31,4,415.25,Online Transfer,normal
1281,1721,1,116,2024-03-27,2024-03-29,2,308.59,Cash,normal
1282,1722,1,120,2024-03-27,2024-03-29,2,485.17,Cash,normal
1283,1723,1,106,2024-03-27,2024-03-28,1,100.46,Credit Card,normal
1284,1724,1,103,2024-03-27,2024-03-28,1,101.89,Cash,normal
1285,1725,1,104,2024-03-27,2024-03-28,1,104.63,Credit Card,normal
1286,1726,1,105,2024-03-28,2024-03-30,2,195.52,Credit Card,normal
1287,1727,1,101,2024-03-28,2024-04-01,4,393.4,Online Transfer,normal
1288,1728,1,111,2024-03-28,2024-04-02,5,714.12,Credit Card,normal
1289,1729,2,117,2024-03-28,2024-03-29,1,156.12,Online Transfer,normal
1290,1731,1,109,2024-03-28,2024-03-29,1,103.17,Cash,normal
1291,1732,3,118,2024-03-28,2024-03-30,2,403.66,Credit Card,normal
1292,1735,4,120,2024-03-28,2024-03-29,1,260.56,Online Transfer,normal
1293,1739,1,106,2024-03-28,2024-03-29,1,104.24,Cash,normal
1294,1740,2,115,2024-03-28,2024-03-30,2,306.0,Online Transfer,normal
1295,1742,2,112,2024-03-28,2024-03-30,2,314.13,Online Transfer,normal
1296,1744,1,101,2024-03-29,2024-03-30,1,97.95,Credit Card,normal
1297,1745,1,102,2024-03-29,2024-04-07,9,881.77,Cash,normal
1298,1746,1,103,2024-03-29,2024-03-30,1,96.74,Online Transfer,normal
1299,1747,1,104,2024-03-29,2024-03-30,1,103.65,Credit Card,normal
1300,1748,1,105,2024-03-29,2024-04-07,9,907.33,Credit Card,normal
1301,1749,1,106,2024-03-29,2024-03-31,2,202.06,Cash,normal
1302,1750,1,107,2024-03-29,2024-03-30,1,95.58,Credit Card,normal
1303,1751,1,108,2024-03-29,2024-04-06,8,837.93,Credit Card,normal
1304,1752,1,109,2024-03-29,2024-03-30,1,102.36,Online Transfer,normal
1305,1753,1,110,2024-03-29,2024-04-01,3,293.07,Online Transfer,normal
1306,1754,1,111,2024-03-29,2024-03-31,2,311.97,Cash,normal
1307,1755,2,112,2024-03-29,2024-03-30,1,154.06,Online Transfer,normal
1308,1757,1,113,2024-03-29,2024-03-30,1,153.72,Credit Card,normal
1309,1758,1,114,2024-03-29,2024-03-30,1,145.1,Cash,normal
1310,1759,1,115,2024-03-29,2024-03-30,1,154.54,Online Transfer,normal
1311,1760,1,116,2024-03-29,2024-03-30,1,154.28,Online Transfer,normal
1312,1761,2,117,2024-03-29,2024-03-30,1,155.44,Credit Card,normal
1313,1763,3,118,2024-03-29,2024-04-06,8,1609.43,Credit Card,normal
1314,1766,2,119,2024-03-29,2024-04-08,10,2008.96,Credit Card,normal
1315,1768,4,120,2024-03-29,2024-03-30,1,258.1,Credit Card,normal
1316,1772,1,101,2024-03-30,2024-03-31,1,96.5,Cash,normal
1317,1773,1,102,2024-03-30,2024-03-31,1,97.19,Credit Card,normal
1318,1774,1,103,2024-03-30,2024-04-03,4,397.19,Credit Card,normal
1319,1775,1,104,2024-03-30,2024-03-31,1,103.37,Credit Card,normal
1320,1776,1,105,2024-03-30,2024-03-31,1,97.99,Cash,normal
1321,1777,1,106,2024-03-30,2024-03-31,1,103.52,Cash,normal
1322,1778,1,107,2024-03-30,2024-04-05,6,608.61,Cash,normal
1323,1779,1,108,2024-03-30,2024-03-31,1,102.51,Credit Card,normal
1324,1780,1,109,2024-03-30,2024-04-02,3,289.92,Cash,normal
1325,1781,1,110,2024-03-30,2024-04-06,7,668.67,Credit Card,normal
1326,1782,2,111,2024-03-30,2024-04-01,2,286.41,Cash,normal
1327,1784,1,112,2024-03-30,2024-03-31,1,154.66,Credit Card,normal
1328,1785,2,113,2024-03-30,2024-04-01,2,297.35,Cash,normal
1329,1787,2,114,2024-03-30,2024-03-31,1,153.35,Credit Card,normal
1330,1789,2,115,2024-03-30,2024-04-01,2,313.07,Online Transfer,normal
1331,1791,1,116,2024-03-30,2024-04-02,3,441.88,Cash,normal
1332,1792,1,117,2024-03-30,2024-03-31,1,146.37,Credit Card,normal
1333,1793,2,118,2024-03-30,2024-04-03,4,809.27,Cash,normal
1334,1795,3,119,2024-03-30,2024-04-05,6,1183.24,Credit Card,normal
1335,1798,1,120,2024-03-30,2024-03-31,1,242.08,Online Transfer,normal
1336,1799,1,101,2024-03-31,2024-04-02,2,206.37,Cash,normal
1337,1800,1,102,2024-03-31,2024-04-04,4,387.4,Credit Card,normal
1338,1801,1,103,2024-03-31,2024-04-01,1,95.17,Cash,normal
1339,1802,1,104,2024-03-31,2024-04-01,1,103.14,Online Transfer,normal
1340,1803,1,105,2024-03-31,2024-04-06,6,580.32,Online Transfer,normal
1341,1804,1,106,2024-03-31,2024-04-02,2,195.65,Cash,normal
1342,1805,1,107,2024-03-31,2024-04-01,1,104.99,Credit Card,normal
1343,1806,1,108,2024-03-31,2024-04-01,1,97.84,Cash,normal
1344,1807,1,109,2024-03-31,2024-04-03,3,308.64,Cash,normal
1345,1808,1,110,2024-03-31,2024-04-03,3,314.36,Credit Card,normal
1346,1809,1,111,2024-03-31,2024-04-01,1,145.68,Online Transfer,normal
1347,1810,2,112,2024-03-31,2024-04-01,1,150.16,Credit Card,normal
1348,1812,2,113,2024-03-31,2024-04-04,4,615.59,Online Transfer,normal
1349,1814,1,114,2024-03-31,2024-04-01,1,147.9,Credit Card,normal
1350,1815,1,115,2024-03-31,2024-04-03,3,434.72,Credit Card,normal
1351,1816,1,116,2024-03-31,2024-04-01,1,143.91,Cash,normal
1352,1817,2,117,2024-03-31,2024-04-05,5,749.97,Cash,normal
1353,1819,3,118,2024-03-31,2024-04-09,9,1761.32,Cash,normal
1354,1822,3,119,2024-03-31,2024-04-08,8,1593.48,Credit Card,normal
1355,1825,2,120,2024-03-31,2024-04-01,1,252.37,Credit Card,normal
1356,1827,1,101,2024-04-01,2024-04-03,2,201.55,Online Transfer,normal
1357,1828,1,104,2024-04-01,2024-04-02,1,101.5,Credit Card,normal
1358,1829,2,115,2024-04-01,2024-04-02,1,152.29,Cash,normal
1359,1831,1,110,2024-04-01,2024-04-05,4,409.96,Cash,normal
1360,1832,1,111,2024-04-01,2024-04-02,1,149.25,Cash,normal
1361,1833,1,105,2024-04-01,2024-04-02,1,96.98,Credit Card,normal
1362,1834,2,111,2024-04-02,2024-04-03,1,146.77,Online Transfer,normal
1363,1836,1,102,2024-04-02,2024-04-06,4,403.85,Credit Card,normal
1364,1837,1,119,2024-04-02,2024-04-03,1,205.16,Online Transfer,normal
1365,1838,1,110,2024-04-02,2024-04-07,5,518.96,Credit Card,normal
1366,1839,1,117,2024-04-02,2024-04-04,2,286.93,Credit Card,normal
1367,1840,1,103,2024-04-02,2024-04-03,1,102.43,Credit Card,normal
1368,1841,1,109,2024-04-02,2024-04-03,1,100.72,Credit Card,normal
